loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,fico_score,dti_computed,loan_to_income,emp_length_years,emp_length_bin,has_delinquency
16250,16250,16250, 60 months,13.44,373.41,C,C3,Radiology Tech.,2 years,MORTGAGE,50000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68407333,,debt_consolidation,Debt consolidation,128xx,NY,34.95,0,1990-04-01,690,694,0,,,15,0,27336,94.9,21,w,7245.32,7245.32,14159.25,14159.25,9004.68,5154.57,0.0,0.0,0.0,2019-02-01,373.41,2019-04-01,2019-03-01,714,710,0,,1,Individual,,,,0,0,201184,0.0,10.0,0.0,0.0,38.0,50801.0,94.0,0.0,1.0,9937.0,95.0,28800,1.0,1.0,1.0,2,13412,350.0,98.7,0,0,194.0,308,17,8,2,17.0,,9.0,,0,3,4,3,4,13,4,6,4,15,0.0,0,0,1,100.0,100.0,0,0,206555,78137,27300,53905,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,34.95,0.325,2.0,1-2,0
20200,20200,20200, 60 months,18.49,518.35,D,D5,Manager,4 years,RENT,60000.0,Source Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466066,,debt_consolidation,Debt consolidation,958xx,CA,34.84,0,2004-06-01,720,724,0,,86.0,10,1,8284,40.6,16,w,0.0,0.0,9278.43,9278.43,4258.61,5019.82,0.0,0.0,0.0,2017-07-01,518.35,,2017-11-01,564,560,0,,1,Individual,,,,0,0,43224,0.0,4.0,2.0,3.0,7.0,34940.0,54.0,2.0,3.0,8284.0,51.0,20400,2.0,2.0,1.0,6,4322,9516.0,46.5,0,0,138.0,74,7,7,0,16.0,,9.0,,0,1,1,4,6,7,6,9,1,10,0.0,0,0,4,100.0,25.0,1,0,84627,43224,17800,64227,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,722.0,34.84,0.33666666666666667,4.0,3-5,0
23975,23975,23975, 60 months,19.89,633.73,E,E3,Principal,10+ years,RENT,70000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436934,,credit_card,Credit card refinancing,220xx,VA,33.2,0,1995-06-01,685,689,1,,,10,0,44807,94.9,19,w,0.0,0.0,3928.86,3928.86,1478.13,2450.73,0.0,0.0,0.0,2016-07-01,633.73,,2017-02-01,519,515,0,,1,Individual,,,,0,0,57655,1.0,1.0,0.0,1.0,24.0,6234.0,30.0,1.0,1.0,9973.0,77.0,47200,0.0,0.0,1.0,2,6406,1249.0,97.2,0,0,24.0,240,4,4,3,52.0,,4.0,,0,5,7,6,7,1,8,14,7,10,0.0,0,0,1,100.0,100.0,0,0,74779,57655,44400,20800,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,33.2,0.3425,10.0,6-10,0
15000,15000,15000, 60 months,10.78,324.5,B,B4,Senior Buyer,10+ years,MORTGAGE,65000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68617057,,debt_consolidation,Debt consolidation,350xx,AL,29.28,0,2001-08-01,720,724,0,,,18,0,24723,69.8,32,w,0.0,0.0,18520.2766026076,18520.28,15000.0,3520.28,0.0,0.0,0.0,2019-02-01,2536.24,,2019-03-01,704,700,0,,1,Individual,,,,0,0,224194,0.0,7.0,1.0,1.0,10.0,71557.0,81.0,1.0,2.0,8415.0,76.0,35400,0.0,1.0,1.0,3,12455,4286.0,84.9,0,0,172.0,171,12,10,1,12.0,,10.0,,0,6,7,7,12,14,10,17,7,18,0.0,0,0,2,100.0,71.4,0,0,256635,96280,28400,83810,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,722.0,29.28,0.23076923076923078,10.0,6-10,0
10000,10000,10000, 36 months,10.78,326.35,B,B4,Lpn,3 years,MORTGAGE,41600.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68536799,,debt_consolidation,Debt consolidation,472xx,IN,15.78,0,2004-10-01,695,699,0,,,18,0,12958,52.5,33,w,0.0,0.0,11289.9506881354,11289.95,10000.0,1289.95,0.0,0.0,0.0,2017-07-01,5756.97,,2018-12-01,714,710,0,,1,Individual,,,,0,0,168304,2.0,9.0,2.0,3.0,2.0,27723.0,94.0,0.0,2.0,4958.0,75.0,24700,2.0,4.0,2.0,5,9350,4617.0,66.8,0,0,134.0,124,16,2,2,16.0,,7.0,,0,2,5,3,4,16,8,15,5,18,0.0,0,0,2,100.0,33.3,0,0,190694,40681,13900,29512,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,697.0,15.78,0.2403846153846154,3.0,3-5,0
15000,15000,15000, 36 months,8.49,473.45,B,B1,Senior Associate,6 years,MORTGAGE,110000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68357012,,credit_card,Credit card refinancing,085xx,NJ,13.24,0,2002-12-01,670,674,0,,71.0,16,1,19029,41.4,33,w,0.0,0.0,15657.93,15657.93,15000.0,657.93,0.0,0.0,0.0,2016-07-01,13308.37,,2018-05-01,734,730,0,,1,Individual,,,,0,0,327836,0.0,2.0,0.0,1.0,14.0,8820.0,42.0,3.0,5.0,10538.0,42.0,46000,2.0,0.0,3.0,7,20490,10457.0,62.9,0,0,142.0,150,7,7,4,18.0,,11.0,,0,5,8,5,10,3,13,24,8,16,0.0,0,0,4,100.0,20.0,1,0,369112,27849,28200,21124,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,13.24,0.13636363636363635,6.0,6-10,0
23100,23100,23100, 60 months,20.5,618.46,E,E4,Regional Sales Direcdtor,2 years,OWN,110000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376217,,car,Car financing,197xx,DE,20.43,0,1986-08-01,660,664,0,47.0,,11,0,20594,94.9,24,w,0.0,0.0,5305.12,5305.12,1158.07,1868.46,0.0,2278.59,410.1462,2016-06-01,618.46,,2016-12-01,584,580,0,47.0,1,Individual,,,,0,1105,55048,1.0,3.0,0.0,0.0,25.0,34454.0,43.0,3.0,5.0,4871.0,54.0,21700,3.0,0.0,9.0,5,5505,1106.0,94.9,0,0,159.0,352,3,3,2,3.0,47.0,0.0,47.0,1,5,5,8,11,10,8,12,6,11,0.0,0,0,3,87.5,85.7,0,0,102524,55048,21700,80824,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,662.0,20.43,0.21,2.0,1-2,0
27300,27300,27300, 36 months,17.27,977.0,D,D3,groundsman,10+ years,MORTGAGE,65000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526942,,home_improvement,Home improvement,117xx,NY,25.63,0,2002-11-01,660,664,0,,,14,0,31035,83.0,38,w,0.0,0.0,8727.52,8727.52,5569.98,3157.54,0.0,0.0,0.0,2016-10-01,977.0,,2018-05-01,524,520,0,,1,Individual,,,,0,0,238105,0.0,1.0,0.0,2.0,16.0,29947.0,81.0,2.0,3.0,9413.0,82.0,37400,2.0,2.0,3.0,7,18316,3924.0,87.7,0,0,150.0,157,11,9,2,17.0,,8.0,,0,7,9,7,17,5,11,31,9,14,0.0,0,0,3,100.0,85.7,0,0,253900,60982,32000,37192,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,662.0,25.63,0.42,10.0,6-10,0
25000,25000,25000, 60 months,11.48,549.57,B,B5,Project Manager,10+ years,MORTGAGE,135000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396080,,credit_card,Credit card refinancing,774xx,TX,4.65,0,2004-10-01,705,709,0,47.0,,16,0,7340,13.5,33,w,0.0,0.0,26482.58,26482.58,25000.0,1482.58,0.0,0.0,0.0,2016-07-01,23774.59,,2019-01-01,709,705,0,47.0,1,Individual,,,,0,0,23522,0.0,1.0,1.0,2.0,7.0,16182.0,91.0,2.0,6.0,2990.0,33.0,54400,1.0,1.0,5.0,9,1470,38700.0,15.5,0,0,134.0,100,7,7,5,10.0,,3.0,,1,3,4,11,13,6,15,21,4,16,0.0,0,0,4,97.0,0.0,0,0,72150,23522,45800,17750,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,707.0,4.65,0.18518518518518517,10.0,6-10,0
15000,15000,15000, 36 months,10.78,489.52,B,B4,Coaching General Manager,1 year,RENT,40000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68385794,,credit_card,Credit card refinancing,787xx,TX,10.17,0,2006-10-01,670,674,0,,,7,0,12272,75.3,9,w,0.0,0.0,17653.9020923722,17653.9,15000.0,2653.9,0.0,0.0,0.0,2018-11-01,1464.61,,2018-12-01,724,720,0,,1,Individual,,,,0,0,12272,2.0,0.0,0.0,0.0,,0.0,,2.0,2.0,4917.0,75.0,16300,0.0,0.0,0.0,2,2045,347.0,96.6,0,0,,110,3,3,0,3.0,,21.0,,0,4,6,4,4,0,7,9,6,7,0.0,0,0,2,100.0,100.0,0,0,16300,12272,10300,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,10.17,0.375,1.0,1-2,0
10000,10000,10000, 60 months,16.59,246.33,D,D2,Emergency Department technician ,< 1 year,RENT,30000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68374676,,debt_consolidation,Debt consolidation,447xx,OH,30.84,0,2000-09-01,715,719,2,78.0,91.0,19,1,6118,26.6,36,w,0.0,0.0,10757.52,10757.52,10000.0,757.52,0.0,0.0,0.0,2016-06-01,9795.24,,2018-04-01,559,555,0,78.0,1,Individual,,,,0,0,65214,2.0,14.0,1.0,3.0,5.0,59096.0,94.0,1.0,1.0,4807.0,76.0,23000,5.0,0.0,7.0,4,3432,15310.0,28.1,0,0,183.0,162,3,3,0,3.0,,1.0,,1,3,4,3,5,28,4,8,4,19,0.0,0,0,2,96.9,0.0,1,0,85929,65214,21300,62929,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,717.0,30.84,0.3333333333333333,0.0,<1,0
18500,18500,18500, 60 months,12.88,419.8,C,C2,Supply Chain Coord.,10+ years,MORTGAGE,70000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547679,,debt_consolidation,Debt consolidation,752xx,TX,13.2,0,2002-06-01,675,679,1,45.0,,9,0,15883,57.8,19,w,0.0,0.0,21912.0029878217,21912.0,18500.0,3412.0,0.0,0.0,0.0,2017-08-01,14388.69,,2017-08-01,724,720,0,86.0,1,Individual,,,,0,0,123863,1.0,2.0,1.0,2.0,11.0,12681.0,71.0,2.0,3.0,5431.0,63.0,27500,0.0,0.0,2.0,5,13763,11617.0,57.8,0,0,154.0,162,3,3,2,3.0,86.0,2.0,86.0,1,6,6,6,11,4,6,13,6,9,0.0,0,0,3,89.5,16.7,0,0,143748,28564,27500,17944,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,677.0,13.2,0.2642857142857143,10.0,6-10,0
5000,5000,5000, 36 months,7.91,156.48,A,A5,Property Manager,6 years,RENT,32000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537594,,credit_card,Credit card refinancing,434xx,OH,13.73,0,2012-02-01,685,689,0,,50.0,7,1,5552,41.1,10,w,0.0,0.0,5627.559926071999,5627.56,5000.0,627.56,0.0,0.0,0.0,2019-01-01,156.25,,2019-03-01,659,655,0,,1,Individual,,,,0,0,11665,0.0,1.0,0.0,1.0,13.0,6113.0,75.0,0.0,4.0,2361.0,54.0,13500,1.0,1.0,1.0,5,1666,5787.0,42.7,0,0,13.0,46,16,13,0,17.0,,11.0,,0,4,5,4,5,1,6,9,5,7,0.0,0,0,0,100.0,0.0,1,0,21690,11665,10100,8190,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,13.73,0.15625,6.0,6-10,0
9000,9000,9000, 36 months,9.17,286.92,B,B2,Truck Driver,1 year,OWN,50000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68565856,,debt_consolidation,Debt consolidation,670xx,KS,11.98,0,2001-06-01,800,804,2,,,5,0,7518,48.5,11,w,0.0,0.0,10232.9087061272,10232.91,9000.0,1232.91,0.0,0.0,0.0,2019-01-01,167.11,,2019-01-01,589,585,0,,1,Individual,,,,0,0,40272,1.0,1.0,0.0,0.0,37.0,6600.0,40.0,1.0,1.0,7392.0,44.0,15500,1.0,0.0,2.0,1,8054,7982.0,48.5,0,0,165.0,174,4,4,2,4.0,,0.0,,0,2,2,3,5,3,3,6,2,5,0.0,0,0,1,100.0,33.3,0,0,69818,14118,15500,16318,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,802.0,11.98,0.18,1.0,1-2,0
11000,11000,11000, 36 months,6.49,337.09,A,A2,material handler lead,10+ years,MORTGAGE,85000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68367006,,credit_card,Credit card refinancing,016xx,MA,15.0,0,2005-04-01,755,759,0,,,12,0,9488,20.1,31,w,0.0,0.0,11513.41,11513.41,11000.0,513.41,0.0,0.0,0.0,2016-10-01,8826.61,,2019-02-01,694,690,0,,1,Individual,,,,0,0,32193,0.0,2.0,0.0,1.0,17.0,22705.0,52.0,0.0,2.0,3906.0,35.0,47300,1.0,2.0,2.0,3,2927,13312.0,41.6,0,0,128.0,121,18,17,0,45.0,,0.0,,0,3,3,5,10,8,10,21,3,12,0.0,0,0,0,100.0,0.0,0,0,90996,32193,22800,43696,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,757.0,15.0,0.12941176470588237,10.0,6-10,0
20000,20000,20000, 36 months,6.49,612.89,A,A2,"TEAM LEAD, QUALITY ENGINEER",6 years,MORTGAGE,55000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426699,,debt_consolidation,Debt consolidation,381xx,TN,29.15,0,1994-09-01,750,754,0,74.0,,9,0,4851,23.8,23,w,0.0,0.0,22045.971550316,22045.97,20000.0,2045.97,0.0,0.0,0.0,2019-01-01,612.85,,2019-03-01,749,745,0,,1,Individual,,,,0,0,205155,1.0,3.0,1.0,4.0,3.0,36812.0,79.0,1.0,1.0,2776.0,62.0,20400,1.0,0.0,3.0,5,25644,9924.0,21.9,0,0,87.0,255,8,3,1,8.0,,3.0,,0,1,3,2,9,8,5,14,3,9,0.0,0,0,2,95.7,0.0,0,0,247433,41663,12700,46367,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,752.0,29.15,0.36363636363636365,6.0,6-10,0
15000,15000,15000, 36 months,5.32,451.73,A,A1,,,RENT,80000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68377020,,debt_consolidation,Debt consolidation,236xx,VA,20.18,0,1993-04-01,775,779,1,35.0,,30,0,41593,21.4,47,w,0.0,0.0,16241.2754893718,16241.28,15000.0,1241.28,0.0,0.0,0.0,2018-09-01,2244.3,,2018-09-01,799,795,0,,1,Individual,,,,0,0,330562,1.0,1.0,0.0,0.0,54.0,55536.0,,2.0,6.0,2491.0,21.0,194800,1.0,1.0,3.0,6,13773,114609.0,4.2,0,0,141.0,272,2,2,2,2.0,,1.0,35.0,0,7,12,12,19,6,28,39,12,30,0.0,0,0,2,97.9,0.0,0,0,537200,97129,119600,94400,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,777.0,20.18,0.1875,,,0
12000,12000,12000, 36 months,5.32,361.38,A,A1,Network Operation Engineer,4 years,MORTGAGE,53750.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446746,,debt_consolidation,Debt consolidation,850xx,AZ,15.3,1,2007-09-01,700,704,0,19.0,,8,0,3172,17.2,19,w,0.0,0.0,12463.54,12463.54,12000.0,463.54,0.0,0.0,0.0,2016-11-01,9219.99,,2018-12-01,499,0,0,,1,Individual,,,,0,0,142615,0.0,1.0,0.0,2.0,17.0,6468.0,22.0,0.0,0.0,0.0,22.0,18400,2.0,6.0,1.0,3,17827,8500.0,0.0,0,0,99.0,60,35,9,2,37.0,19.0,11.0,19.0,0,0,3,2,3,10,5,6,3,8,0.0,0,0,1,94.7,0.0,0,0,183062,11146,8500,29053,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,702.0,15.3,0.22325581395348837,4.0,3-5,1
8000,8000,8000, 36 months,10.78,261.08,B,B4,Counselor,< 1 year,MORTGAGE,45000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537564,,debt_consolidation,Debt consolidation,482xx,MI,21.23,0,1998-01-01,670,674,0,34.0,,28,0,11141,35.5,69,w,0.0,0.0,9257.1024582076,9257.1,8000.0,1257.1,0.0,0.0,0.0,2018-03-01,252.27,,2019-03-01,769,765,0,61.0,1,Individual,,,,0,0,148154,2.0,2.0,0.0,1.0,13.0,136887.0,86.0,4.0,6.0,1984.0,49.0,31400,2.0,2.0,0.0,7,5926,1188.0,79.5,0,0,147.0,215,4,4,2,13.0,,13.0,34.0,1,3,11,3,6,21,25,45,12,27,0.0,0,0,4,97.1,100.0,0,0,168819,148154,5800,136996,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,21.23,0.17777777777777778,0.0,<1,0
12000,12000,12000, 36 months,10.78,391.62,B,B4,Salesman,3 years,RENT,40000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446784,,credit_card,Credit card refinancing,070xx,NJ,31.95,3,2008-05-01,665,669,0,9.0,,16,0,11008,41.4,22,w,0.0,0.0,13096.7322266628,13096.73,12000.0,1096.73,0.0,0.0,0.0,2017-01-01,8659.7,,2019-02-01,524,520,0,,1,Individual,,,,0,230,31915,0.0,2.0,1.0,1.0,12.0,20907.0,64.0,1.0,2.0,3058.0,54.0,26600,2.0,0.0,4.0,3,2128,10671.0,49.7,0,0,64.0,91,10,10,0,10.0,9.0,2.0,9.0,0,7,8,10,11,3,14,19,8,16,0.0,0,0,2,90.5,20.0,0,0,59420,31915,21200,32820,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,667.0,31.95,0.3,3.0,3-5,1
18000,18000,18000, 36 months,7.49,559.83,A,A4,Systems Support Engineer,5 years,MORTGAGE,75000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376533,,debt_consolidation,Debt consolidation,030xx,NH,25.65,0,2001-03-01,715,719,1,46.0,,12,0,7758,33.2,47,w,0.0,0.0,19771.097252642,19771.1,18000.0,1771.1,0.0,0.0,0.0,2017-10-01,8073.57,,2019-02-01,529,525,0,,1,Individual,,,,0,0,304914,3.0,6.0,2.0,3.0,6.0,94902.0,76.0,2.0,3.0,4829.0,65.0,23400,1.0,3.0,3.0,7,25410,12642.0,38.0,0,0,177.0,175,6,6,1,6.0,46.0,6.0,46.0,0,2,2,4,15,24,5,21,2,12,0.0,0,0,5,97.8,50.0,0,0,335119,102660,20400,107522,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,717.0,25.65,0.24,5.0,3-5,0
3600,3600,3600, 36 months,11.48,118.68,B,B5,Systems Administrator,< 1 year,MORTGAGE,85000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476714,,debt_consolidation,Debt consolidation,220xx,VA,17.44,0,1994-04-01,675,679,2,,81.0,12,1,6952,28.7,23,w,0.0,0.0,4049.625086803,4049.63,3600.0,449.63,0.0,0.0,0.0,2017-05-01,2275.17,,2019-01-01,729,725,0,,1,Individual,,,,0,194,407032,0.0,3.0,1.0,3.0,9.0,35380.0,82.0,0.0,1.0,4288.0,63.0,24200,2.0,1.0,8.0,4,33919,15532.0,29.4,0,0,260.0,129,16,9,1,16.0,,1.0,,0,3,4,7,10,8,8,14,4,12,0.0,0,0,1,100.0,28.6,1,0,457315,42332,22000,43306,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,677.0,17.44,0.042352941176470586,0.0,<1,0
7200,7200,7200, 36 months,17.27,257.67,D,D3,Department Manager ,9 years,OWN,20000.0,Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66615254,,debt_consolidation,Debt consolidation,023xx,MA,13.21,1,2003-04-01,705,709,1,23.0,,8,0,7302,32.6,17,w,0.0,0.0,3767.42,3767.42,2002.17,1041.44,0.0,723.81,130.2858,2016-12-01,257.67,,2018-07-01,549,545,0,,1,Individual,,,,0,0,7302,2.0,0.0,1.0,1.0,12.0,0.0,,3.0,4.0,5509.0,33.0,22400,2.0,0.0,3.0,5,913,9831.0,41.8,0,0,128.0,152,5,5,0,5.0,23.0,0.0,23.0,0,3,4,5,10,2,8,15,4,8,0.0,0,0,4,94.1,0.0,0,0,22400,7302,16900,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,2018-05-01,BROKEN,2017-11-01,2761.0,50.01,10.0,707.0,13.21,0.36,9.0,6-10,1
15000,15000,15000, 60 months,13.44,344.69,C,C3,Counselor,4 years,RENT,77213.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396484,,credit_card,Credit card refinancing,347xx,FL,18.17,0,2001-12-01,670,674,2,,76.0,17,1,59237,25.8,44,w,0.0,0.0,17307.0186828177,17307.02,15000.0,2307.02,0.0,0.0,0.0,2017-03-01,12793.18,,2019-01-01,734,730,0,,1,Individual,,,,0,0,155521,2.0,2.0,0.0,0.0,45.0,96244.0,54.0,2.0,7.0,3046.0,36.0,80500,0.0,0.0,5.0,7,9720,6962.0,49.6,0,0,143.0,168,3,3,1,4.0,,1.0,,0,5,8,5,10,12,14,29,8,16,0.0,0,0,2,100.0,40.0,1,0,176208,155521,13800,95668,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,18.17,0.19426780464429566,4.0,3-5,0
5000,5000,5000, 36 months,9.8,160.87,B,B3,Accounts Payable Manager,6 years,OWN,72000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416256,,other,Other,280xx,NC,6.52,0,2002-01-01,710,714,0,,89.0,11,1,4838,56.3,20,f,0.0,0.0,5736.458009387,5736.46,5000.0,736.46,0.0,0.0,0.0,2018-04-01,1560.65,,2018-04-01,744,740,0,,1,Individual,,,,0,0,142064,0.0,6.0,0.0,0.0,62.0,15913.0,68.0,1.0,2.0,0.0,65.0,8600,0.0,3.0,1.0,3,12915,,,0,0,167.0,43,7,7,2,,,12.0,,0,0,3,0,0,14,4,4,3,11,0.0,0,0,2,100.0,,1,0,155131,20751,0,23281,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,712.0,6.52,0.06944444444444445,6.0,6-10,0
11550,11550,11550, 60 months,16.59,284.51,D,D2,general manager,5 years,RENT,38000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446093,,credit_card,Credit card refinancing,436xx,OH,21.07,0,2011-01-01,700,704,0,,,9,0,7179,39.7,12,w,0.0,0.0,7397.62,7397.62,3184.23,3048.38,0.0,1165.01,209.7018,2017-11-01,284.51,,2018-04-01,529,525,0,,1,Individual,,,,0,0,10353,1.0,2.0,0.0,1.0,13.0,3174.0,20.0,2.0,3.0,2701.0,30.0,18100,4.0,1.0,2.0,4,1150,6924.0,43.7,0,0,39.0,59,5,5,0,5.0,,0.0,,0,3,4,5,5,2,7,10,5,9,0.0,0,0,2,100.0,60.0,0,0,34105,10353,12300,16005,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,702.0,21.07,0.30394736842105263,5.0,3-5,0
